,date,over the counter flu medicine
0,2004-01-04,25.414652724769493
1,2004-01-11,0.0
2,2004-01-18,29.325961786397116
3,2004-01-25,0.0
4,2004-02-01,0.0
5,2004-02-08,0.0
6,2004-02-15,0.0
7,2004-02-22,0.0
8,2004-02-29,43.36481130255262
9,2004-03-07,0.0
10,2004-03-14,0.0
11,2004-03-21,0.0
12,2004-03-28,0.0
13,2004-04-04,0.0
14,2004-04-11,0.0
15,2004-04-18,19.23750452497893
16,2004-04-25,0.0
17,2004-05-02,0.0
18,2004-05-09,0.0
19,2004-05-16,25.986382328930286
20,2004-05-23,0.0
21,2004-05-30,102.65460948334484
22,2004-06-06,31.766151813269197
23,2004-06-13,38.943390157982044
24,2004-06-20,0.0
25,2004-06-27,38.45872155735827
26,2004-07-04,0.0
27,2004-07-11,23.154823360149415
28,2004-07-18,0.0
29,2004-07-25,0.0
30,2004-08-01,0.0
31,2004-08-08,0.0
32,2004-08-15,0.0
33,2004-08-22,0.0
34,2004-08-29,0.0
35,2004-09-05,0.0
36,2004-09-12,0.0
37,2004-09-19,0.0
38,2004-09-26,0.0
39,2004-10-03,0.0
40,2004-10-10,27.523305405036837
41,2004-10-17,0.0
42,2004-10-24,0.0
43,2004-10-31,0.0
44,2004-11-07,54.50445539516034
45,2004-11-14,27.061179814582953
46,2004-11-21,0.0
47,2004-11-28,0.0
48,2004-12-05,16.503792601295807
49,2004-12-12,36.16781177874235
50,2004-12-19,57.993121914504144
51,2004-12-26,0.0
52,2005-01-02,0.0
53,2005-01-09,19.676280248771725
54,2005-01-16,0.0
55,2005-01-23,0.0
56,2005-01-30,18.471760695356778
57,2005-02-06,0.0
58,2005-02-13,0.0
59,2005-02-20,20.522332565434677
60,2005-02-27,0.0
61,2005-03-06,0.0
62,2005-03-13,0.0
63,2005-03-20,0.0
64,2005-03-27,0.0
65,2005-04-03,0.0
66,2005-04-10,0.0
67,2005-04-17,0.0
68,2005-04-24,0.0
69,2005-05-01,0.0
70,2005-05-08,0.0
71,2005-05-15,34.655573275995515
72,2005-05-22,0.0
73,2005-05-29,0.0
74,2005-06-05,0.0
75,2005-06-12,20.055308759139443
76,2005-06-19,0.0
77,2005-06-26,0.0
78,2005-07-03,0.0
79,2005-07-10,0.0
80,2005-07-17,0.0
81,2005-07-24,0.0
82,2005-07-31,29.828606173376688
83,2005-08-07,15.608266346639038
84,2005-08-14,0.0
85,2005-08-21,36.51046874445698
86,2005-08-28,0.0
87,2005-09-04,0.0
88,2005-09-11,0.0
89,2005-09-18,0.0
90,2005-09-25,0.0
91,2005-10-02,0.0
92,2005-10-09,24.941343258868887
93,2005-10-16,0.0
94,2005-10-23,0.0
95,2005-10-30,0.0
96,2005-11-06,16.33035705806103
97,2005-11-13,11.979471708920242
98,2005-11-20,0.0
99,2005-11-27,0.0
100,2005-12-04,35.18112917107526
101,2005-12-11,0.0
102,2005-12-18,0.0
103,2005-12-25,0.0
104,2006-01-01,0.0
105,2006-01-08,9.845366161985883
106,2006-01-15,11.603497349999419
107,2006-01-22,0.0
108,2006-01-29,0.0
109,2006-02-05,9.641788328528785
110,2006-02-12,0.0
111,2006-02-19,0.0
112,2006-02-26,0.0
113,2006-03-05,13.633591985112687
114,2006-03-12,0.0
115,2006-03-19,0.0
116,2006-03-26,23.018234660928986
117,2006-04-02,0.0
118,2006-04-09,0.0
119,2006-04-16,0.0
120,2006-04-23,9.584549762391203
121,2006-04-30,0.0
122,2006-05-07,0.0
123,2006-05-14,0.0
124,2006-05-21,0.0
125,2006-05-28,0.0
126,2006-06-04,13.224098174094392
127,2006-06-11,0.0
128,2006-06-18,0.0
129,2006-06-25,0.0
130,2006-07-02,0.0
131,2006-07-09,0.0
132,2006-07-16,0.0
133,2006-07-23,0.0
134,2006-07-30,0.0
135,2006-08-06,0.0
136,2006-08-13,17.65894573269716
137,2006-08-20,0.0
138,2006-08-27,21.310379891707218
139,2006-09-03,0.0
140,2006-09-10,0.0
141,2006-09-17,0.0
142,2006-09-24,0.0
143,2006-10-01,11.519389279215765
144,2006-10-08,0.0
145,2006-10-15,0.0
146,2006-10-22,7.513409631362915
147,2006-10-29,0.0
148,2006-11-05,0.0
149,2006-11-12,0.0
150,2006-11-19,15.69277506033223
151,2006-11-26,0.0
152,2006-12-03,0.0
153,2006-12-10,9.132657305695938
154,2006-12-17,0.0
155,2006-12-24,0.0
156,2006-12-31,0.0
157,2007-01-07,0.0
158,2007-01-14,0.0
159,2007-01-21,0.0
160,2007-01-28,0.0
161,2007-02-04,0.0
162,2007-02-11,0.0
163,2007-02-18,0.0
164,2007-02-25,0.0
165,2007-03-04,0.0
166,2007-03-11,0.0
167,2007-03-18,0.0
168,2007-03-25,13.367158600896177
169,2007-04-01,7.174632246777993
170,2007-04-08,8.57554905484525
171,2007-04-15,0.0
172,2007-04-22,0.0
173,2007-04-29,0.0
174,2007-05-06,0.0
175,2007-05-13,5.584081979178826
176,2007-05-20,11.740057714815771
177,2007-05-27,0.0
178,2007-06-03,0.0
179,2007-06-10,0.0
180,2007-06-17,0.0
181,2007-06-24,0.0
182,2007-07-01,10.689605570655377
183,2007-07-08,0.0
184,2007-07-15,0.0
185,2007-07-22,13.016163539173158
186,2007-07-29,9.566928302672226
187,2007-08-05,0.0
188,2007-08-12,0.0
189,2007-08-19,0.0
190,2007-08-26,0.0
191,2007-09-02,0.0
192,2007-09-09,0.0
193,2007-09-16,0.0
194,2007-09-23,0.0
195,2007-09-30,0.0
196,2007-10-07,0.0
197,2007-10-14,0.0
198,2007-10-21,6.726139596116756
199,2007-10-28,5.448371442558361
200,2007-11-04,0.0
201,2007-11-11,0.0
202,2007-11-18,0.0
203,2007-11-25,0.0
204,2007-12-02,0.0
205,2007-12-09,0.0
206,2007-12-16,0.0
207,2007-12-23,7.02896993899377
208,2007-12-30,7.145857207012276
209,2008-01-06,4.799217969652335
210,2008-01-13,0.0
211,2008-01-20,0.0
212,2008-01-27,6.772626166105258
213,2008-02-03,0.0
214,2008-02-10,0.0
215,2008-02-17,8.89454023832151
216,2008-02-24,5.875396613190329
217,2008-03-02,0.0
218,2008-03-09,0.0
219,2008-03-16,0.0
220,2008-03-23,6.452145833792601
221,2008-03-30,0.0
222,2008-04-06,0.0
223,2008-04-13,7.037443482911373
224,2008-04-20,0.0
225,2008-04-27,0.0
226,2008-05-04,0.0
227,2008-05-11,0.0
228,2008-05-18,7.65367883588864
229,2008-05-25,0.0
230,2008-06-01,0.0
231,2008-06-08,0.0
232,2008-06-15,0.0
233,2008-06-22,0.0
234,2008-06-29,0.0
235,2008-07-06,0.0
236,2008-07-13,4.423717696865429
237,2008-07-20,0.0
238,2008-07-27,10.199870241347904
239,2008-08-03,0.0
240,2008-08-10,0.0
241,2008-08-17,0.0
242,2008-08-24,0.0
243,2008-08-31,0.0
244,2008-09-07,0.0
245,2008-09-14,0.0
246,2008-09-21,0.0
247,2008-09-28,0.0
248,2008-10-05,0.0
249,2008-10-12,11.925910343140366
250,2008-10-19,0.0
251,2008-10-26,6.0324990244606935
252,2008-11-02,9.244831296508368
253,2008-11-09,0.0
254,2008-11-16,0.0
255,2008-11-23,0.0
256,2008-11-30,0.0
257,2008-12-07,8.491607069260052
258,2008-12-14,0.0
259,2008-12-21,17.04725262845416
260,2008-12-28,0.0
261,2009-01-04,3.842952853383247
262,2009-01-11,0.0
263,2009-01-18,0.0
264,2009-01-25,0.0
265,2009-02-01,14.188574281436324
266,2009-02-08,0.0
267,2009-02-15,0.0
268,2009-02-22,0.0
269,2009-03-01,13.072668788576742
270,2009-03-08,13.147670651493629
271,2009-03-15,0.0
272,2009-03-22,0.0
273,2009-03-29,0.0
274,2009-04-05,0.0
275,2009-04-12,0.0
276,2009-04-19,6.495636184394914
277,2009-04-26,0.0
278,2009-05-03,0.0
279,2009-05-10,0.0
280,2009-05-17,9.659952611748833
281,2009-05-24,4.066436429165682
282,2009-05-31,0.0
283,2009-06-07,0.0
284,2009-06-14,5.643160336265888
285,2009-06-21,0.0
286,2009-06-28,0.0
287,2009-07-05,0.0
288,2009-07-12,0.0
289,2009-07-19,0.0
290,2009-07-26,0.0
291,2009-08-02,0.0
292,2009-08-09,12.772165177882538
293,2009-08-16,0.0
294,2009-08-23,0.0
295,2009-08-30,5.716673626128172
296,2009-09-06,0.0
297,2009-09-13,0.0
298,2009-09-20,3.397977921261698
299,2009-09-27,4.641278947109506
300,2009-10-04,7.215790465579954
301,2009-10-11,8.47599070821102
302,2009-10-18,0.0
303,2009-10-25,9.448194506156485
304,2009-11-01,3.717466980514283
305,2009-11-08,5.849218102915321
306,2009-11-15,0.0
307,2009-11-22,0.0
308,2009-11-29,6.2171862703465886
309,2009-12-06,0.0
310,2009-12-13,8.787532186855742
311,2009-12-20,0.0
312,2009-12-27,0.0
313,2010-01-03,3.2603296538358895
314,2010-01-10,0.0
315,2010-01-17,0.0
316,2010-01-24,0.0
317,2010-01-31,8.925822188702876
318,2010-02-07,0.0
319,2010-02-14,3.8089091278982603
320,2010-02-21,0.0
321,2010-02-28,4.430413180400202
322,2010-03-07,0.0
323,2010-03-14,0.0
324,2010-03-21,4.140456768055063
325,2010-03-28,0.0
326,2010-04-04,0.0
327,2010-04-11,4.396482246525411
328,2010-04-18,0.0
329,2010-04-25,8.135715373047613
330,2010-05-02,0.0
331,2010-05-09,0.0
332,2010-05-16,0.0
333,2010-05-23,0.0
334,2010-05-30,0.0
