,date,remedies for flu
0,2004-01-04,0.0
1,2004-01-11,0.0
2,2004-01-18,0.0
3,2004-01-25,0.0
4,2004-02-01,0.0
5,2004-02-08,0.0
6,2004-02-15,270.5488889335659
7,2004-02-22,0.0
8,2004-02-29,0.0
9,2004-03-07,0.0
10,2004-03-14,243.7955692989312
11,2004-03-21,0.0
12,2004-03-28,0.0
13,2004-04-04,0.0
14,2004-04-11,0.0
15,2004-04-18,0.0
16,2004-04-25,159.78569335656405
17,2004-05-02,0.0
18,2004-05-09,0.0
19,2004-05-16,0.0
20,2004-05-23,0.0
21,2004-05-30,318.6224783463141
22,2004-06-06,0.0
23,2004-06-13,293.7032247324777
24,2004-06-20,0.0
25,2004-06-27,0.0
26,2004-07-04,152.28925442460778
27,2004-07-11,0.0
28,2004-07-18,0.0
29,2004-07-25,0.0
30,2004-08-01,0.0
31,2004-08-08,0.0
32,2004-08-15,0.0
33,2004-08-22,0.0
34,2004-08-29,134.49269797462654
35,2004-09-05,0.0
36,2004-09-12,0.0
37,2004-09-19,0.0
38,2004-09-26,0.0
39,2004-10-03,0.0
40,2004-10-10,0.0
41,2004-10-17,0.0
42,2004-10-24,0.0
43,2004-10-31,0.0
44,2004-11-07,0.0
45,2004-11-14,0.0
46,2004-11-21,0.0
47,2004-11-28,0.0
48,2004-12-05,0.0
49,2004-12-12,0.0
50,2004-12-19,0.0
51,2004-12-26,273.1496899147011
52,2005-01-02,0.0
53,2005-01-09,0.0
54,2005-01-16,0.0
55,2005-01-23,0.0
56,2005-01-30,0.0
57,2005-02-06,0.0
58,2005-02-13,0.0
59,2005-02-20,0.0
60,2005-02-27,0.0
61,2005-03-06,0.0
62,2005-03-13,406.37684716956494
63,2005-03-20,0.0
64,2005-03-27,326.1500683608034
65,2005-04-03,0.0
66,2005-04-10,0.0
67,2005-04-17,0.0
68,2005-04-24,0.0
69,2005-05-01,0.0
70,2005-05-08,688.4462077080238
71,2005-05-15,108.50608746757086
72,2005-05-22,0.0
73,2005-05-29,0.0
74,2005-06-05,174.53697942442867
75,2005-06-12,145.4476526219439
76,2005-06-19,0.0
77,2005-06-26,0.0
78,2005-07-03,0.0
79,2005-07-10,0.0
80,2005-07-17,0.0
81,2005-07-24,0.0
82,2005-07-31,0.0
83,2005-08-07,309.38437473370885
84,2005-08-14,0.0
85,2005-08-21,0.0
86,2005-08-28,0.0
87,2005-09-04,0.0
88,2005-09-11,0.0
89,2005-09-18,0.0
90,2005-09-25,369.09248645671744
91,2005-10-02,0.0
92,2005-10-09,0.0
93,2005-10-16,0.0
94,2005-10-23,93.21832125171167
95,2005-10-30,0.0
96,2005-11-06,97.70263243317682
97,2005-11-13,163.84367447918285
98,2005-11-20,229.0429738851997
99,2005-11-27,0.0
100,2005-12-04,0.0
101,2005-12-11,0.0
102,2005-12-18,0.0
103,2005-12-25,0.0
104,2006-01-01,254.31230383844718
105,2006-01-08,0.0
106,2006-01-15,93.9653799424573
107,2006-01-22,0.0
108,2006-01-29,0.0
109,2006-02-05,0.0
110,2006-02-12,0.0
111,2006-02-19,103.04497120585218
112,2006-02-26,134.25155226699957
113,2006-03-05,0.0
114,2006-03-12,133.24859087152595
115,2006-03-19,140.17220243731515
116,2006-03-26,98.26010670711742
117,2006-04-02,0.0
118,2006-04-09,0.0
119,2006-04-16,0.0
120,2006-04-23,95.69558454865911
121,2006-04-30,0.0
122,2006-05-07,144.32684830322978
123,2006-05-14,0.0
124,2006-05-21,0.0
125,2006-05-28,0.0
126,2006-06-04,0.0
127,2006-06-11,170.35654856924
128,2006-06-18,0.0
129,2006-06-25,0.0
130,2006-07-02,0.0
131,2006-07-09,0.0
132,2006-07-16,0.0
133,2006-07-23,0.0
134,2006-07-30,100.97234425498272
135,2006-08-06,0.0
136,2006-08-13,65.17619359982838
137,2006-08-20,0.0
138,2006-08-27,0.0
139,2006-09-03,0.0
140,2006-09-10,145.49634393366875
141,2006-09-17,116.19805851565098
142,2006-09-24,0.0
143,2006-10-01,0.0
144,2006-10-08,0.0
145,2006-10-15,76.2801490079997
146,2006-10-22,0.0
147,2006-10-29,0.0
148,2006-11-05,0.0
149,2006-11-12,0.0
150,2006-11-19,0.0
151,2006-11-26,0.0
152,2006-12-03,0.0
153,2006-12-10,0.0
154,2006-12-17,0.0
155,2006-12-24,230.50304132080595
156,2006-12-31,145.05304817466288
157,2007-01-07,64.6071440794196
158,2007-01-14,0.0
159,2007-01-21,0.0
160,2007-01-28,0.0
161,2007-02-04,0.0
162,2007-02-11,0.0
163,2007-02-18,211.25525766858644
164,2007-02-25,0.0
165,2007-03-04,0.0
166,2007-03-11,0.0
167,2007-03-18,156.69215532442993
168,2007-03-25,0.0
169,2007-04-01,0.0
170,2007-04-08,75.43554215584399
171,2007-04-15,55.88415861532957
172,2007-04-22,0.0
173,2007-04-29,0.0
174,2007-05-06,0.0
175,2007-05-13,0.0
176,2007-05-20,0.0
177,2007-05-27,0.0
178,2007-06-03,0.0
179,2007-06-10,0.0
180,2007-06-17,0.0
181,2007-06-24,90.5428295477535
182,2007-07-01,0.0
183,2007-07-08,0.0
184,2007-07-15,0.0
185,2007-07-22,116.98379013800131
186,2007-07-29,43.37240011766807
187,2007-08-05,60.36115795773789
188,2007-08-12,0.0
189,2007-08-19,0.0
190,2007-08-26,40.84465565457208
191,2007-09-02,0.0
192,2007-09-09,0.0
193,2007-09-16,0.0
194,2007-09-23,58.42980630770906
195,2007-09-30,46.40399332560124
196,2007-10-07,43.74131539360323
197,2007-10-14,0.0
198,2007-10-21,0.0
199,2007-10-28,0.0
200,2007-11-04,42.68598297402835
201,2007-11-11,0.0
202,2007-11-18,0.0
203,2007-11-25,0.0
204,2007-12-02,0.0
205,2007-12-09,0.0
206,2007-12-16,0.0
207,2007-12-23,0.0
208,2007-12-30,0.0
209,2008-01-06,0.0
210,2008-01-13,82.36738956626138
211,2008-01-20,0.0
212,2008-01-27,0.0
213,2008-02-03,0.0
214,2008-02-10,0.0
215,2008-02-17,0.0
216,2008-02-24,0.0
217,2008-03-02,0.0
218,2008-03-09,0.0
219,2008-03-16,0.0
220,2008-03-23,0.0
221,2008-03-30,40.4161799691617
222,2008-04-06,0.0
223,2008-04-13,0.0
224,2008-04-20,0.0
225,2008-04-27,0.0
226,2008-05-04,0.0
227,2008-05-11,0.0
228,2008-05-18,38.147430820766836
229,2008-05-25,72.55511580426571
230,2008-06-01,0.0
231,2008-06-08,0.0
232,2008-06-15,138.77724695635456
233,2008-06-22,0.0
234,2008-06-29,0.0
235,2008-07-06,33.3502497045893
236,2008-07-13,0.0
237,2008-07-20,0.0
238,2008-07-27,0.0
239,2008-08-03,0.0
240,2008-08-10,0.0
241,2008-08-17,35.83823431930325
242,2008-08-24,0.0
243,2008-08-31,0.0
244,2008-09-07,112.75293095825802
245,2008-09-14,0.0
246,2008-09-21,0.0
247,2008-09-28,41.011620989793556
248,2008-10-05,25.620437441408722
249,2008-10-12,0.0
250,2008-10-19,0.0
251,2008-10-26,0.0
252,2008-11-02,0.0
253,2008-11-09,0.0
254,2008-11-16,0.0
255,2008-11-23,0.0
256,2008-11-30,0.0
257,2008-12-07,0.0
258,2008-12-14,0.0
259,2008-12-21,0.0
260,2008-12-28,0.0
261,2009-01-04,0.0
262,2009-01-11,0.0
263,2009-01-18,0.0
264,2009-01-25,0.0
265,2009-02-01,0.0
266,2009-02-08,0.0
267,2009-02-15,0.0
268,2009-02-22,27.904536389353595
269,2009-03-01,47.07955337234953
270,2009-03-08,0.0
271,2009-03-15,0.0
272,2009-03-22,0.0
273,2009-03-29,0.0
274,2009-04-05,0.0
275,2009-04-12,0.0
276,2009-04-19,23.645104995407955
277,2009-04-26,0.0
278,2009-05-03,0.0
279,2009-05-10,0.0
280,2009-05-17,0.0
281,2009-05-24,0.0
282,2009-05-31,0.0
283,2009-06-07,38.918460038366405
284,2009-06-14,50.55241232926714
285,2009-06-21,0.0
286,2009-06-28,62.32257214883868
287,2009-07-05,27.027841847583073
288,2009-07-12,0.0
289,2009-07-19,79.69514946732144
290,2009-07-26,0.0
291,2009-08-02,36.39491799662867
292,2009-08-09,0.0
293,2009-08-16,0.0
294,2009-08-23,0.0
295,2009-08-30,0.0
296,2009-09-06,0.0
297,2009-09-13,27.726902757448997
298,2009-09-20,46.934329540692126
299,2009-09-27,72.37154415473488
300,2009-10-04,40.60637747127027
301,2009-10-11,55.627437348929725
302,2009-10-18,0.0
303,2009-10-25,0.0
304,2009-11-01,0.0
305,2009-11-08,51.40798773664131
306,2009-11-15,0.0
307,2009-11-22,0.0
308,2009-11-29,0.0
309,2009-12-06,0.0
310,2009-12-13,0.0
311,2009-12-20,0.0
312,2009-12-27,0.0
313,2010-01-03,0.0
314,2010-01-10,38.286440886450656
315,2010-01-17,0.0
316,2010-01-24,64.08076267881982
317,2010-01-31,21.692843291013578
318,2010-02-07,0.0
319,2010-02-14,25.05536191655122
320,2010-02-21,0.0
321,2010-02-28,0.0
322,2010-03-07,46.942382366389744
323,2010-03-14,22.021368585000335
324,2010-03-21,43.85516040276378
325,2010-03-28,0.0
326,2010-04-04,0.0
327,2010-04-11,0.0
328,2010-04-18,0.0
329,2010-04-25,0.0
330,2010-05-02,0.0
331,2010-05-09,0.0
332,2010-05-16,0.0
333,2010-05-23,0.0
334,2010-05-30,0.0
335,2010-06-06,46.29607509407237
336,2010-06-13,0.0
337,2010-06-20,0.0
338,2010-06-27,0.0
339,2010-07-04,0.0
340,2010-07-11,0.0
341,2010-07-18,0.0
342,2010-07-25,0.0
343,2010-08-01,0.0
344,2010-08-08,0.0
345,2010-08-15,0.0
346,2010-08-22,0.0
347,2010-08-29,0.0
348,2010-09-05,0.0
349,2010-09-12,0.0
350,2010-09-19,0.0
351,2010-09-26,21.85007577244427
352,2010-10-03,27.410510364023807
353,2010-10-10,0.0
354,2010-10-17,0.0
355,2010-10-24,0.0
356,2010-10-31,0.0
357,2010-11-07,0.0
358,2010-11-14,0.0
359,2010-11-21,49.82979568567007
360,2010-11-28,0.0
361,2010-12-05,0.0
362,2010-12-12,76.06377982058545
363,2010-12-19,0.0
364,2010-12-26,0.0
365,2011-01-02,0.0
366,2011-01-09,0.0
367,2011-01-16,36.523962804208345
368,2011-01-23,28.303159303744604
369,2011-01-30,39.88768637099348
370,2011-02-06,24.39743222997035
371,2011-02-13,0.0
372,2011-02-20,0.0
373,2011-02-27,0.0
374,2011-03-06,41.60780257711015
375,2011-03-13,0.0
376,2011-03-20,0.0
377,2011-03-27,0.0
378,2011-04-03,46.20122729934717
379,2011-04-10,0.0
380,2011-04-17,0.0
381,2011-04-24,0.0
382,2011-05-01,36.48249636621584
383,2011-05-08,36.859040545870535
384,2011-05-15,0.0
385,2011-05-22,0.0
386,2011-05-29,0.0
387,2011-06-05,64.96405376647289
388,2011-06-12,0.0
389,2011-06-19,20.517460309426113
390,2011-06-26,16.138871867095624
391,2011-07-03,0.0
392,2011-07-10,0.0
393,2011-07-17,0.0
394,2011-07-24,0.0
395,2011-07-31,0.0
396,2011-08-07,0.0
397,2011-08-14,0.0
398,2011-08-21,0.0
399,2011-08-28,0.0
400,2011-09-04,0.0
401,2011-09-11,43.02575859144432
402,2011-09-18,0.0
403,2011-09-25,0.0
404,2011-10-02,0.0
405,2011-10-09,0.0
406,2011-10-16,47.85483264901759
407,2011-10-23,15.6892224870097
408,2011-10-30,0.0
409,2011-11-06,24.471146138617943
410,2011-11-13,25.248602857280723
411,2011-11-20,48.49319588020215
412,2011-11-27,0.0
413,2011-12-04,0.0
414,2011-12-11,0.0
415,2011-12-18,0.0
416,2011-12-25,90.66964161079353
417,2012-01-01,25.515995610180777
418,2012-01-08,15.355912651191797
419,2012-01-15,27.80168375216972
420,2012-01-22,24.706943142388617
421,2012-01-29,64.9083459823232
422,2012-02-05,33.38821300919802
423,2012-02-12,15.78601795009654
424,2012-02-19,23.165284160735595
425,2012-02-26,0.0
426,2012-03-04,30.123654650250263
427,2012-03-11,31.855914238423065
428,2012-03-18,0.0
429,2012-03-25,0.0
430,2012-04-01,0.0
431,2012-04-08,23.295472435982923
432,2012-04-15,28.499676348223275
433,2012-04-22,0.0
434,2012-04-29,22.613228995000572
435,2012-05-06,0.0
436,2012-05-13,0.0
437,2012-05-20,0.0
438,2012-05-27,0.0
439,2012-06-03,16.524122330212833
440,2012-06-10,0.0
441,2012-06-17,0.0
442,2012-06-24,0.0
443,2012-07-01,0.0
444,2012-07-08,0.0
445,2012-07-15,0.0
446,2012-07-22,11.995293196797526
447,2012-07-29,14.399256602520735
448,2012-08-05,0.0
449,2012-08-12,12.114242534665918
450,2012-08-19,0.0
451,2012-08-26,16.045646469651626
452,2012-09-02,31.018812648885365
453,2012-09-09,26.078070074423714
454,2012-09-16,15.869232419818116
455,2012-09-23,0.0
456,2012-09-30,0.0
457,2012-10-07,35.78479811879792
458,2012-10-14,0.0
459,2012-10-21,13.867989757443874
460,2012-10-28,0.0
461,2012-11-04,0.0
462,2012-11-11,0.0
463,2012-11-18,0.0
464,2012-11-25,26.821386004268668
465,2012-12-02,0.0
466,2012-12-09,0.0
467,2012-12-16,0.0
468,2012-12-23,0.0
469,2012-12-30,29.320550513946152
470,2013-01-06,23.973519875579537
471,2013-01-13,0.0
472,2013-01-20,88.35003921395824
473,2013-01-27,69.0585688633205
474,2013-02-03,38.13296255417518
475,2013-02-10,24.282556599733105
476,2013-02-17,26.199001938156247
477,2013-02-24,34.575676780758805
478,2013-03-03,26.205713408366417
479,2013-03-10,20.072135198495914
480,2013-03-17,23.240180375488467
481,2013-03-24,12.246957461832858
482,2013-03-31,0.0
483,2013-04-07,0.0
484,2013-04-14,40.0655399753404
485,2013-04-21,0.0
486,2013-04-28,13.589462201034472
487,2013-05-05,0.0
488,2013-05-12,0.0
489,2013-05-19,0.0
490,2013-05-26,0.0
491,2013-06-02,19.609943722196643
492,2013-06-09,17.14342357411449
493,2013-06-16,0.0
494,2013-06-23,20.95165081562554
495,2013-06-30,0.0
496,2013-07-07,14.031987580653903
497,2013-07-14,0.0
498,2013-07-21,0.0
499,2013-07-28,0.0
500,2013-08-04,0.0
501,2013-08-11,14.715066365343628
502,2013-08-18,11.266345654074856
503,2013-08-25,0.0
504,2013-09-01,19.0911339918954
505,2013-09-08,0.0
506,2013-09-15,42.281495086999755
507,2013-09-22,12.650978779599797
508,2013-09-29,0.0
509,2013-10-06,14.311175501205307
510,2013-10-13,0.0
511,2013-10-20,32.39879270997803
512,2013-10-27,0.0
513,2013-11-03,45.796442474998464
514,2013-11-10,24.04701122874555
515,2013-11-17,24.682214722568528
516,2013-11-24,0.0
517,2013-12-01,17.816271525069958
518,2013-12-08,36.488545060760615
519,2013-12-15,22.017236259360303
520,2013-12-22,67.56647576200037
521,2013-12-29,39.33959606337197
522,2014-01-05,35.76625367178006
523,2014-01-12,48.12399513467504
524,2014-01-19,34.01917795673972
525,2014-01-26,55.52601631669741
526,2014-02-02,27.374477332696483
527,2014-02-09,0.0
528,2014-02-16,29.08593504057004
529,2014-02-23,16.33608924703663
530,2014-03-02,0.0
531,2014-03-09,0.0
532,2014-03-16,0.0
533,2014-03-23,28.902463791937368
534,2014-03-30,11.09221679089794
535,2014-04-06,29.82560842292213
536,2014-04-13,0.0
537,2014-04-20,0.0
538,2014-04-27,0.0
539,2014-05-04,11.10542372037237
540,2014-05-11,0.0
541,2014-05-18,0.0
542,2014-05-25,0.0
543,2014-06-01,0.0
544,2014-06-08,0.0
545,2014-06-15,0.0
546,2014-06-22,12.04273672935096
547,2014-06-29,77.62776390594902
548,2014-07-06,44.09033947340948
549,2014-07-13,0.0
550,2014-07-20,0.0
551,2014-07-27,15.981778653374805
552,2014-08-03,0.0
553,2014-08-10,0.0
554,2014-08-17,0.0
555,2014-08-24,16.523474381711072
556,2014-08-31,0.0
557,2014-09-07,0.0
558,2014-09-14,0.0
559,2014-09-21,22.18644494799498
560,2014-09-28,0.0
561,2014-10-05,53.84929872852276
562,2014-10-12,13.122725971964687
563,2014-10-19,0.0
564,2014-10-26,0.0
565,2014-11-02,20.3195650083121
566,2014-11-09,21.525930941316624
567,2014-11-16,0.0
568,2014-11-23,0.0
569,2014-11-30,9.92291173561869
570,2014-12-07,33.04549190854266
571,2014-12-14,0.0
572,2014-12-21,0.0
573,2014-12-28,77.21549046704855
574,2015-01-04,0.0
575,2015-01-11,34.89769030796295
576,2015-01-18,0.0
577,2015-01-25,0.0
578,2015-02-01,0.0
579,2015-02-08,0.0
580,2015-02-15,13.296707478823327
581,2015-02-22,0.0
582,2015-03-01,0.0
583,2015-03-08,0.0
584,2015-03-15,0.0
585,2015-03-22,31.92078179639862
586,2015-03-29,0.0
587,2015-04-05,15.715225028889872
588,2015-04-12,0.0
589,2015-04-19,19.029970648186104
590,2015-04-26,0.0
591,2015-05-03,0.0
592,2015-05-10,0.0
593,2015-05-17,11.118291440014172
594,2015-05-24,0.0
595,2015-05-31,16.57553497690066
596,2015-06-07,0.0
597,2015-06-14,0.0
598,2015-06-21,35.55966365675778
599,2015-06-28,0.0
600,2015-07-05,0.0
