,date,symptoms of the flu
0,2004-01-04,0.0
1,2004-01-11,0.0
2,2004-01-18,0.0
3,2004-01-25,0.0
4,2004-02-01,0.0
5,2004-02-08,0.0
6,2004-02-15,0.0
7,2004-02-22,0.0
8,2004-02-29,0.0
9,2004-03-07,0.0
10,2004-03-14,0.0
11,2004-03-21,3567.8487910981694
12,2004-03-28,0.0
13,2004-04-04,2388.3462413944976
14,2004-04-11,5589.630214682736
15,2004-04-18,2900.3511043460885
16,2004-04-25,2271.54111160807
17,2004-05-02,0.0
18,2004-05-09,0.0
19,2004-05-16,0.0
20,2004-05-23,0.0
21,2004-05-30,0.0
22,2004-06-06,0.0
23,2004-06-13,0.0
24,2004-06-20,0.0
25,2004-06-27,0.0
26,2004-07-04,0.0
27,2004-07-11,0.0
28,2004-07-18,6662.292272521465
29,2004-07-25,0.0
30,2004-08-01,0.0
31,2004-08-08,0.0
32,2004-08-15,0.0
33,2004-08-22,0.0
34,2004-08-29,0.0
35,2004-09-05,0.0
36,2004-09-12,1987.3255653607373
37,2004-09-19,5244.382935515784
38,2004-09-26,0.0
39,2004-10-03,2855.5640352897058
40,2004-10-10,0.0
41,2004-10-17,0.0
42,2004-10-24,0.0
43,2004-10-31,0.0
44,2004-11-07,0.0
45,2004-11-14,0.0
46,2004-11-21,0.0
47,2004-11-28,0.0
48,2004-12-05,0.0
49,2004-12-12,0.0
50,2004-12-19,0.0
51,2004-12-26,0.0
52,2005-01-02,0.0
53,2005-01-09,0.0
54,2005-01-16,0.0
55,2005-01-23,0.0
56,2005-01-30,0.0
57,2005-02-06,1976.0095367359436
58,2005-02-13,1929.6079686210944
59,2005-02-20,0.0
60,2005-02-27,3910.189765504643
61,2005-03-06,2302.7841791337873
62,2005-03-13,0.0
63,2005-03-20,0.0
64,2005-03-27,0.0
65,2005-04-03,0.0
66,2005-04-10,0.0
67,2005-04-17,1947.0560496250432
68,2005-04-24,0.0
69,2005-05-01,0.0
70,2005-05-08,0.0
71,2005-05-15,0.0
72,2005-05-22,0.0
73,2005-05-29,2680.0381434756227
74,2005-06-05,0.0
75,2005-06-12,0.0
76,2005-06-19,0.0
77,2005-06-26,0.0
78,2005-07-03,0.0
79,2005-07-10,0.0
80,2005-07-17,0.0
81,2005-07-24,0.0
82,2005-07-31,3802.4346563491004
83,2005-08-07,0.0
84,2005-08-14,0.0
85,2005-08-21,0.0
86,2005-08-28,2454.5492801654073
87,2005-09-04,0.0
88,2005-09-11,2710.265585238706
89,2005-09-18,0.0
90,2005-09-25,0.0
91,2005-10-02,0.0
92,2005-10-09,2626.7487501933465
93,2005-10-16,0.0
94,2005-10-23,0.0
95,2005-10-30,0.0
96,2005-11-06,0.0
97,2005-11-13,1103.2761087018998
98,2005-11-20,0.0
99,2005-11-27,0.0
100,2005-12-04,0.0
101,2005-12-11,0.0
102,2005-12-18,0.0
103,2005-12-25,0.0
104,2006-01-01,0.0
105,2006-01-08,0.0
106,2006-01-15,0.0
107,2006-01-22,0.0
108,2006-01-29,697.9672491870891
109,2006-02-05,849.6362119451512
110,2006-02-12,0.0
111,2006-02-19,0.0
112,2006-02-26,733.3919962536258
113,2006-03-05,0.0
114,2006-03-12,0.0
115,2006-03-19,0.0
116,2006-03-26,0.0
117,2006-04-02,1051.4510939850047
118,2006-04-09,0.0
119,2006-04-16,1222.5161945651948
120,2006-04-23,0.0
121,2006-04-30,0.0
122,2006-05-07,1162.332304225213
123,2006-05-14,1596.0260374289537
124,2006-05-21,0.0
125,2006-05-28,0.0
126,2006-06-04,0.0
127,2006-06-11,0.0
128,2006-06-18,0.0
129,2006-06-25,0.0
130,2006-07-02,0.0
131,2006-07-09,0.0
132,2006-07-16,0.0
133,2006-07-23,0.0
134,2006-07-30,0.0
135,2006-08-06,0.0
136,2006-08-13,0.0
137,2006-08-20,0.0
138,2006-08-27,0.0
139,2006-09-03,0.0
140,2006-09-10,0.0
141,2006-09-17,0.0
142,2006-09-24,0.0
143,2006-10-01,0.0
144,2006-10-08,0.0
145,2006-10-15,0.0
146,2006-10-22,0.0
147,2006-10-29,0.0
148,2006-11-05,0.0
149,2006-11-12,0.0
150,2006-11-19,0.0
151,2006-11-26,0.0
152,2006-12-03,0.0
153,2006-12-10,0.0
154,2006-12-17,0.0
155,2006-12-24,936.5024016680101
156,2006-12-31,0.0
157,2007-01-07,0.0
158,2007-01-14,0.0
159,2007-01-21,0.0
160,2007-01-28,0.0
161,2007-02-04,0.0
162,2007-02-11,753.3955424108566
163,2007-02-18,0.0
164,2007-02-25,0.0
165,2007-03-04,0.0
166,2007-03-11,0.0
167,2007-03-18,0.0
168,2007-03-25,0.0
169,2007-04-01,0.0
170,2007-04-08,0.0
171,2007-04-15,0.0
172,2007-04-22,0.0
173,2007-04-29,0.0
174,2007-05-06,495.1487258112783
175,2007-05-13,0.0
176,2007-05-20,672.7792399734794
177,2007-05-27,0.0
178,2007-06-03,0.0
179,2007-06-10,0.0
180,2007-06-17,0.0
181,2007-06-24,0.0
182,2007-07-01,763.2206764922369
183,2007-07-08,0.0
184,2007-07-15,0.0
185,2007-07-22,0.0
186,2007-07-29,0.0
187,2007-08-05,0.0
188,2007-08-12,0.0
189,2007-08-19,0.0
190,2007-08-26,0.0
191,2007-09-02,1503.7504775834614
192,2007-09-09,653.1213455882189
193,2007-09-16,0.0
194,2007-09-23,0.0
195,2007-09-30,0.0
196,2007-10-07,0.0
197,2007-10-14,464.60737718397934
198,2007-10-21,1550.2120930474753
199,2007-10-28,0.0
200,2007-11-04,551.1551381804983
201,2007-11-11,0.0
202,2007-11-18,0.0
203,2007-11-25,0.0
204,2007-12-02,0.0
205,2007-12-09,0.0
206,2007-12-16,0.0
207,2007-12-23,0.0
208,2007-12-30,0.0
209,2008-01-06,467.99646168445
210,2008-01-13,0.0
211,2008-01-20,0.0
212,2008-01-27,0.0
213,2008-02-03,0.0
214,2008-02-10,0.0
215,2008-02-17,0.0
216,2008-02-24,0.0
217,2008-03-02,0.0
218,2008-03-09,0.0
219,2008-03-16,0.0
220,2008-03-23,0.0
221,2008-03-30,596.0259914324024
222,2008-04-06,0.0
223,2008-04-13,456.2679607877934
224,2008-04-20,0.0
225,2008-04-27,531.8922074739974
226,2008-05-04,0.0
227,2008-05-11,1159.7588279572024
228,2008-05-18,0.0
229,2008-05-25,649.7791379102413
230,2008-06-01,0.0
231,2008-06-08,0.0
232,2008-06-15,0.0
233,2008-06-22,456.6063904217335
234,2008-06-29,0.0
235,2008-07-06,0.0
236,2008-07-13,0.0
237,2008-07-20,0.0
238,2008-07-27,0.0
239,2008-08-03,0.0
240,2008-08-10,0.0
241,2008-08-17,0.0
242,2008-08-24,0.0
243,2008-08-31,0.0
244,2008-09-07,0.0
245,2008-09-14,0.0
246,2008-09-21,0.0
247,2008-09-28,0.0
248,2008-10-05,0.0
249,2008-10-12,0.0
250,2008-10-19,0.0
251,2008-10-26,0.0
252,2008-11-02,0.0
253,2008-11-09,0.0
254,2008-11-16,640.0593068753476
255,2008-11-23,0.0
256,2008-11-30,0.0
257,2008-12-07,0.0
258,2008-12-14,0.0
259,2008-12-21,837.8938657276485
260,2008-12-28,977.5933917273387
261,2009-01-04,349.8584666528562
262,2009-01-11,0.0
263,2009-01-18,0.0
264,2009-01-25,0.0
265,2009-02-01,0.0
266,2009-02-08,0.0
267,2009-02-15,0.0
268,2009-02-22,0.0
269,2009-03-01,451.01106098830905
270,2009-03-08,0.0
271,2009-03-15,0.0
272,2009-03-22,0.0
273,2009-03-29,0.0
274,2009-04-05,0.0
275,2009-04-12,0.0
276,2009-04-19,0.0
277,2009-04-26,1451.9757950281241
278,2009-05-03,870.0785810615037
279,2009-05-10,0.0
280,2009-05-17,0.0
281,2009-05-24,0.0
282,2009-05-31,0.0
283,2009-06-07,0.0
284,2009-06-14,0.0
285,2009-06-21,0.0
286,2009-06-28,0.0
287,2009-07-05,0.0
288,2009-07-12,0.0
289,2009-07-19,0.0
290,2009-07-26,721.0835488803377
291,2009-08-02,0.0
292,2009-08-09,0.0
293,2009-08-16,0.0
294,2009-08-23,0.0
295,2009-08-30,0.0
296,2009-09-06,753.2395290593753
297,2009-09-13,883.344890064974
298,2009-09-20,441.02012923495323
299,2009-09-27,352.45622435246014
300,2009-10-04,0.0
301,2009-10-11,0.0
302,2009-10-18,607.4212463772224
303,2009-10-25,0.0
304,2009-11-01,0.0
305,2009-11-08,331.56955979596717
306,2009-11-15,1390.2759672079155
307,2009-11-22,0.0
308,2009-11-29,0.0
309,2009-12-06,719.6099884218073
310,2009-12-13,0.0
311,2009-12-20,1349.1163115922677
312,2009-12-27,0.0
313,2010-01-03,0.0
314,2010-01-10,500.9021057791436
315,2010-01-17,0.0
316,2010-01-24,0.0
317,2010-01-31,0.0
318,2010-02-07,0.0
319,2010-02-14,381.25608929706726
320,2010-02-21,296.5539483673381
321,2010-02-28,0.0
322,2010-03-07,501.30499518111196
323,2010-03-14,0.0
324,2010-03-21,995.2404619265152
325,2010-03-28,0.0
326,2010-04-04,0.0
327,2010-04-11,0.0
328,2010-04-18,0.0
329,2010-04-25,0.0
330,2010-05-02,0.0
331,2010-05-09,0.0
332,2010-05-16,0.0
333,2010-05-23,1272.5453868262941
334,2010-05-30,0.0
335,2010-06-06,0.0
336,2010-06-13,0.0
337,2010-06-20,0.0
338,2010-06-27,0.0
339,2010-07-04,0.0
340,2010-07-11,0.0
341,2010-07-18,603.364200692347
342,2010-07-25,0.0
343,2010-08-01,0.0
344,2010-08-08,0.0
345,2010-08-15,0.0
346,2010-08-22,829.4901657082723
347,2010-08-29,0.0
348,2010-09-05,0.0
349,2010-09-12,0.0
350,2010-09-19,0.0
351,2010-09-26,0.0
352,2010-10-03,537.2997468054135
353,2010-10-10,0.0
354,2010-10-17,0.0
355,2010-10-24,0.0
356,2010-10-31,332.36454421865784
357,2010-11-07,0.0
358,2010-11-14,0.0
359,2010-11-21,0.0
360,2010-11-28,359.3727513586266
361,2010-12-05,0.0
362,2010-12-12,0.0
363,2010-12-19,0.0
364,2010-12-26,0.0
365,2011-01-02,0.0
366,2011-01-09,341.85052637784503
367,2011-01-16,0.0
368,2011-01-23,0.0
369,2011-01-30,0.0
370,2011-02-06,399.0291152702308
371,2011-02-13,257.85512842451624
372,2011-02-20,0.0
373,2011-02-27,0.0
374,2011-03-06,0.0
375,2011-03-13,256.3594719145179
376,2011-03-20,0.0
377,2011-03-27,407.40786743645396
378,2011-04-03,292.7960496509983
379,2011-04-10,0.0
380,2011-04-17,0.0
381,2011-04-24,0.0
382,2011-05-01,0.0
383,2011-05-08,0.0
384,2011-05-15,210.67593108533129
385,2011-05-22,0.0
386,2011-05-29,0.0
387,2011-06-05,0.0
388,2011-06-12,0.0
389,2011-06-19,0.0
390,2011-06-26,0.0
391,2011-07-03,0.0
392,2011-07-10,0.0
393,2011-07-17,0.0
394,2011-07-24,0.0
395,2011-07-31,0.0
396,2011-08-07,0.0
397,2011-08-14,0.0
398,2011-08-21,0.0
399,2011-08-28,131.2490116896745
400,2011-09-04,736.7391195883957
401,2011-09-11,0.0
402,2011-09-18,0.0
403,2011-09-25,0.0
404,2011-10-02,0.0
405,2011-10-09,0.0
406,2011-10-16,0.0
407,2011-10-23,0.0
408,2011-10-30,0.0
409,2011-11-06,208.5466187649941
410,2011-11-13,0.0
411,2011-11-20,0.0
412,2011-11-27,0.0
413,2011-12-04,0.0
414,2011-12-11,0.0
415,2011-12-18,0.0
416,2011-12-25,0.0
417,2012-01-01,0.0
418,2012-01-08,145.83317016332927
419,2012-01-15,0.0
420,2012-01-22,169.73629078812615
421,2012-01-29,0.0
422,2012-02-05,249.18413239110527
423,2012-02-12,207.5260186112607
424,2012-02-19,0.0
425,2012-02-26,160.72129332386808
426,2012-03-04,0.0
427,2012-03-11,0.0
428,2012-03-18,221.73072947513646
429,2012-03-25,0.0
430,2012-04-01,0.0
431,2012-04-08,0.0
432,2012-04-15,0.0
433,2012-04-22,0.0
434,2012-04-29,0.0
435,2012-05-06,0.0
436,2012-05-13,177.05034230674025
437,2012-05-20,0.0
438,2012-05-27,0.0
439,2012-06-03,223.3016533781241
440,2012-06-10,0.0
441,2012-06-17,0.0
442,2012-06-24,0.0
443,2012-07-01,0.0
444,2012-07-08,0.0
445,2012-07-15,0.0
446,2012-07-22,0.0
447,2012-07-29,0.0
448,2012-08-05,0.0
449,2012-08-12,0.0
450,2012-08-19,0.0
451,2012-08-26,212.1789040442003
452,2012-09-02,0.0
453,2012-09-09,0.0
454,2012-09-16,0.0
455,2012-09-23,0.0
456,2012-09-30,164.28568839738318
457,2012-10-07,0.0
458,2012-10-14,0.0
459,2012-10-21,174.89485405454764
460,2012-10-28,121.51662198095292
461,2012-11-04,238.53166034226254
462,2012-11-11,0.0
463,2012-11-18,151.70600089069106
464,2012-11-25,262.9401277191131
465,2012-12-02,257.361977582078
466,2012-12-09,304.8668401143526
467,2012-12-16,211.33373440259555
468,2012-12-23,0.0
469,2012-12-30,109.22986401527866
470,2013-01-06,427.17959883939915
471,2013-01-13,295.1806127992373
472,2013-01-20,159.39549937770954
473,2013-01-27,867.7557202713348
474,2013-02-03,512.6884913787358
475,2013-02-10,270.3616726822474
476,2013-02-17,97.47467360133028
477,2013-02-24,0.0
478,2013-03-03,351.99041825638704
479,2013-03-10,279.23262851840855
480,2013-03-17,144.1732832945117
481,2013-03-24,0.0
482,2013-03-31,0.0
483,2013-04-07,82.87258003666737
484,2013-04-14,0.0
485,2013-04-21,115.57820287818556
486,2013-04-28,0.0
487,2013-05-05,0.0
488,2013-05-12,0.0
489,2013-05-19,0.0
490,2013-05-26,0.0
491,2013-06-02,0.0
492,2013-06-09,0.0
493,2013-06-16,0.0
494,2013-06-23,0.0
495,2013-06-30,275.5684940696751
496,2013-07-07,0.0
497,2013-07-14,0.0
498,2013-07-21,0.0
499,2013-07-28,79.27388395759898
500,2013-08-04,0.0
501,2013-08-11,0.0
502,2013-08-18,0.0
503,2013-08-25,0.0
504,2013-09-01,0.0
505,2013-09-08,0.0
506,2013-09-15,0.0
507,2013-09-22,306.11783499078683
508,2013-09-29,0.0
509,2013-10-06,0.0
510,2013-10-13,0.0
511,2013-10-20,0.0
512,2013-10-27,0.0
513,2013-11-03,273.0591045554353
514,2013-11-10,0.0
515,2013-11-17,123.59943926683175
516,2013-11-24,0.0
517,2013-12-01,0.0
518,2013-12-08,0.0
519,2013-12-15,102.6565055301497
520,2013-12-22,0.0
521,2013-12-29,451.3496600093902
522,2014-01-05,228.9198164930694
523,2014-01-12,201.13996138020102
524,2014-01-19,105.45766436646298
525,2014-01-26,331.76698843651326
526,2014-02-02,156.70619073111556
527,2014-02-09,0.0
528,2014-02-16,206.785934406312
529,2014-02-23,123.0088850383665
530,2014-03-02,0.0
531,2014-03-09,0.0
532,2014-03-16,217.63405197182615
533,2014-03-23,0.0
534,2014-03-30,0.0
535,2014-04-06,0.0
536,2014-04-13,0.0
537,2014-04-20,0.0
538,2014-04-27,0.0
539,2014-05-04,0.0
540,2014-05-11,156.30081505254861
541,2014-05-18,0.0
542,2014-05-25,153.97829174508973
543,2014-06-01,0.0
544,2014-06-08,0.0
545,2014-06-15,125.65770378105282
546,2014-06-22,0.0
547,2014-06-29,0.0
548,2014-07-06,108.09776482320794
549,2014-07-13,0.0
550,2014-07-20,0.0
551,2014-07-27,0.0
552,2014-08-03,252.35541966755073
553,2014-08-10,140.58204754027273
554,2014-08-17,0.0
555,2014-08-24,0.0
556,2014-08-31,0.0
557,2014-09-07,0.0
558,2014-09-14,0.0
559,2014-09-21,0.0
560,2014-09-28,0.0
561,2014-10-05,0.0
562,2014-10-12,145.5779253297484
563,2014-10-19,102.13759054860547
564,2014-10-26,0.0
565,2014-11-02,93.31086567010975
566,2014-11-09,77.80624471974822
567,2014-11-16,0.0
568,2014-11-23,0.0
569,2014-11-30,131.26033435422065
570,2014-12-07,133.5300773362174
571,2014-12-14,456.2756840610908
572,2014-12-21,659.2195562028714
573,2014-12-28,303.94974701689
574,2015-01-04,271.62740770666477
575,2015-01-11,0.0
576,2015-01-18,123.08775306931707
577,2015-01-25,213.12385864959458
578,2015-02-01,112.9378701621106
579,2015-02-08,139.6357902773252
580,2015-02-15,145.93469170932198
581,2015-02-22,206.48604766402354
582,2015-03-01,138.14968702112668
583,2015-03-08,150.06840969608018
584,2015-03-15,90.52370711466091
585,2015-03-22,0.0
586,2015-03-29,0.0
587,2015-04-05,0.0
588,2015-04-12,0.0
589,2015-04-19,0.0
590,2015-04-26,0.0
591,2015-05-03,0.0
592,2015-05-10,0.0
593,2015-05-17,311.8185092004617
594,2015-05-24,134.39777862332934
595,2015-05-31,0.0
596,2015-06-07,0.0
597,2015-06-14,0.0
598,2015-06-21,0.0
599,2015-06-28,0.0
600,2015-07-05,0.0
601,2015-07-12,0.0
602,2015-07-19,0.0
603,2015-07-26,0.0
604,2015-08-02,158.28390237644066
605,2015-08-09,177.53491300600754
606,2015-08-16,0.0
607,2015-08-23,0.0
608,2015-08-30,0.0
609,2015-09-06,0.0
610,2015-09-13,0.0
