,date,flu children
0,2004-01-04,0.0
1,2004-01-11,0.0
2,2004-01-18,508.57552119989504
3,2004-01-25,0.0
4,2004-02-01,0.0
5,2004-02-08,0.0
6,2004-02-15,0.0
7,2004-02-22,0.0
8,2004-02-29,0.0
9,2004-03-07,0.0
10,2004-03-14,0.0
11,2004-03-21,0.0
12,2004-03-28,0.0
13,2004-04-04,0.0
14,2004-04-11,0.0
15,2004-04-18,0.0
16,2004-04-25,0.0
17,2004-05-02,0.0
18,2004-05-09,1623.7036521379096
19,2004-05-16,0.0
20,2004-05-23,0.0
21,2004-05-30,0.0
22,2004-06-06,333.1970274904791
23,2004-06-13,0.0
24,2004-06-20,0.0
25,2004-06-27,342.5958071772959
26,2004-07-04,0.0
27,2004-07-11,440.19892030728715
28,2004-07-18,0.0
29,2004-07-25,0.0
30,2004-08-01,0.0
31,2004-08-08,349.57369419489555
32,2004-08-15,0.0
33,2004-08-22,0.0
34,2004-08-29,0.0
35,2004-09-05,0.0
36,2004-09-12,0.0
37,2004-09-19,0.0
38,2004-09-26,0.0
39,2004-10-03,0.0
40,2004-10-10,408.3418826750987
41,2004-10-17,576.2792686862091
42,2004-10-24,549.4121641423214
43,2004-10-31,0.0
44,2004-11-07,0.0
45,2004-11-14,0.0
46,2004-11-21,0.0
47,2004-11-28,0.0
48,2004-12-05,0.0
49,2004-12-12,0.0
50,2004-12-19,1374.910041677118
51,2004-12-26,0.0
52,2005-01-02,0.0
53,2005-01-09,0.0
54,2005-01-16,0.0
55,2005-01-23,0.0
56,2005-01-30,0.0
57,2005-02-06,0.0
58,2005-02-13,404.23053207503824
59,2005-02-20,0.0
60,2005-02-27,255.93667689747477
61,2005-03-06,0.0
62,2005-03-13,0.0
63,2005-03-20,1154.6556269435366
64,2005-03-27,0.0
65,2005-04-03,0.0
66,2005-04-10,360.8325089093155
67,2005-04-17,0.0
68,2005-04-24,0.0
69,2005-05-01,0.0
70,2005-05-08,0.0
71,2005-05-15,0.0
72,2005-05-22,0.0
73,2005-05-29,0.0
74,2005-06-05,0.0
75,2005-06-12,0.0
76,2005-06-19,0.0
77,2005-06-26,0.0
78,2005-07-03,233.64529331059416
79,2005-07-10,0.0
80,2005-07-17,0.0
81,2005-07-24,0.0
82,2005-07-31,628.7631616683225
83,2005-08-07,0.0
84,2005-08-14,0.0
85,2005-08-21,0.0
86,2005-08-28,0.0
87,2005-09-04,0.0
88,2005-09-11,0.0
89,2005-09-18,0.0
90,2005-09-25,0.0
91,2005-10-02,0.0
92,2005-10-09,312.41605564433837
93,2005-10-16,0.0
94,2005-10-23,0.0
95,2005-10-30,0.0
96,2005-11-06,0.0
97,2005-11-13,0.0
98,2005-11-20,851.8623070790263
99,2005-11-27,0.0
100,2005-12-04,0.0
101,2005-12-11,674.2065880548387
102,2005-12-18,0.0
103,2005-12-25,0.0
104,2006-01-01,0.0
105,2006-01-08,307.0862205649406
106,2006-01-15,0.0
107,2006-01-22,0.0
108,2006-01-29,0.0
109,2006-02-05,0.0
110,2006-02-12,0.0
111,2006-02-19,0.0
112,2006-02-26,0.0
113,2006-03-05,198.3317234593948
114,2006-03-12,0.0
115,2006-03-19,0.0
116,2006-03-26,0.0
117,2006-04-02,0.0
118,2006-04-09,0.0
119,2006-04-16,0.0
120,2006-04-23,0.0
121,2006-04-30,897.0809987801398
122,2006-05-07,234.16388775319825
123,2006-05-14,0.0
124,2006-05-21,0.0
125,2006-05-28,0.0
126,2006-06-04,0.0
127,2006-06-11,0.0
128,2006-06-18,0.0
129,2006-06-25,0.0
130,2006-07-02,0.0
131,2006-07-09,0.0
132,2006-07-16,0.0
133,2006-07-23,0.0
134,2006-07-30,0.0
135,2006-08-06,0.0
136,2006-08-13,0.0
137,2006-08-20,0.0
138,2006-08-27,0.0
139,2006-09-03,0.0
140,2006-09-10,0.0
141,2006-09-17,0.0
142,2006-09-24,217.44837041650376
143,2006-10-01,118.65355749602915
144,2006-10-08,0.0
145,2006-10-15,0.0
146,2006-10-22,0.0
147,2006-10-29,0.0
148,2006-11-05,0.0
149,2006-11-12,0.0
150,2006-11-19,0.0
151,2006-11-26,0.0
152,2006-12-03,279.77076988495753
153,2006-12-10,125.43369863190219
154,2006-12-17,0.0
155,2006-12-24,0.0
156,2006-12-31,0.0
157,2007-01-07,0.0
158,2007-01-14,0.0
159,2007-01-21,0.0
160,2007-01-28,167.58953023743237
161,2007-02-04,0.0
162,2007-02-11,124.74114649208884
163,2007-02-18,0.0
164,2007-02-25,0.0
165,2007-03-04,0.0
166,2007-03-11,0.0
167,2007-03-18,0.0
168,2007-03-25,0.0
169,2007-04-01,0.0
170,2007-04-08,0.0
171,2007-04-15,0.0
172,2007-04-22,212.8749777797386
173,2007-04-29,0.0
174,2007-05-06,0.0
175,2007-05-13,217.66726486939322
176,2007-05-20,0.0
177,2007-05-27,0.0
178,2007-06-03,89.29337520884351
179,2007-06-10,0.0
180,2007-06-17,0.0
181,2007-06-24,0.0
182,2007-07-01,0.0
183,2007-07-08,0.0
184,2007-07-15,0.0
185,2007-07-22,0.0
186,2007-07-29,0.0
187,2007-08-05,0.0
188,2007-08-12,0.0
189,2007-08-19,0.0
190,2007-08-26,0.0
191,2007-09-02,0.0
192,2007-09-09,0.0
193,2007-09-16,0.0
194,2007-09-23,0.0
195,2007-09-30,0.0
196,2007-10-07,0.0
197,2007-10-14,141.0714824396744
198,2007-10-21,0.0
199,2007-10-28,0.0
200,2007-11-04,0.0
201,2007-11-11,0.0
202,2007-11-18,186.301230926855
203,2007-11-25,105.39180079451666
204,2007-12-02,0.0
205,2007-12-09,0.0
206,2007-12-16,0.0
207,2007-12-23,0.0
208,2007-12-30,0.0
209,2008-01-06,113.43731052761927
210,2008-01-13,0.0
211,2008-01-20,0.0
212,2008-01-27,0.0
213,2008-02-03,0.0
214,2008-02-10,194.1793078436028
215,2008-02-17,0.0
216,2008-02-24,0.0
217,2008-03-02,0.0
218,2008-03-09,0.0
219,2008-03-16,0.0
220,2008-03-23,0.0
221,2008-03-30,0.0
222,2008-04-06,0.0
223,2008-04-13,0.0
224,2008-04-20,0.0
225,2008-04-27,0.0
226,2008-05-04,0.0
227,2008-05-11,0.0
228,2008-05-18,0.0
229,2008-05-25,0.0
230,2008-06-01,0.0
231,2008-06-08,0.0
232,2008-06-15,0.0
233,2008-06-22,0.0
234,2008-06-29,317.8627132788995
235,2008-07-06,0.0
236,2008-07-13,0.0
237,2008-07-20,0.0
238,2008-07-27,0.0
239,2008-08-03,0.0
240,2008-08-10,0.0
241,2008-08-17,0.0
242,2008-08-24,0.0
243,2008-08-31,0.0
244,2008-09-07,0.0
245,2008-09-14,0.0
246,2008-09-21,0.0
247,2008-09-28,0.0
248,2008-10-05,0.0
249,2008-10-12,0.0
250,2008-10-19,0.0
251,2008-10-26,0.0
252,2008-11-02,0.0
253,2008-11-09,125.32490426396994
254,2008-11-16,0.0
255,2008-11-23,247.46271794530617
256,2008-11-30,0.0
257,2008-12-07,0.0
258,2008-12-14,0.0
259,2008-12-21,0.0
260,2008-12-28,0.0
261,2009-01-04,0.0
262,2009-01-11,0.0
263,2009-01-18,0.0
264,2009-01-25,0.0
265,2009-02-01,211.35695919957294
266,2009-02-08,0.0
267,2009-02-15,123.99552557984468
268,2009-02-22,182.21281469145717
269,2009-03-01,67.98946230004623
270,2009-03-08,101.95447765282407
271,2009-03-15,103.0488957084905
272,2009-03-22,0.0
273,2009-03-29,0.0
274,2009-04-05,0.0
275,2009-04-12,0.0
276,2009-04-19,0.0
277,2009-04-26,319.6209635064271
278,2009-05-03,0.0
279,2009-05-10,76.8347099235641
280,2009-05-17,82.42206691735191
281,2009-05-24,0.0
282,2009-05-31,0.0
283,2009-06-07,0.0
284,2009-06-14,0.0
285,2009-06-21,0.0
286,2009-06-28,139.64471549133356
287,2009-07-05,0.0
288,2009-07-12,0.0
289,2009-07-19,0.0
290,2009-07-26,0.0
291,2009-08-02,0.0
292,2009-08-09,0.0
293,2009-08-16,82.8700048647049
294,2009-08-23,0.0
295,2009-08-30,207.46842346078682
296,2009-09-06,188.24603365545354
297,2009-09-13,412.84545885772616
298,2009-09-20,233.1987173443804
299,2009-09-27,358.55290230541505
300,2009-10-04,393.50679415601803
301,2009-10-11,225.07482591606725
302,2009-10-18,0.0
303,2009-10-25,153.20050408462944
304,2009-11-01,286.6734685764407
305,2009-11-08,192.36036815129026
306,2009-11-15,197.8527305759506
307,2009-11-22,92.91222441248807
308,2009-11-29,95.77971521188726
309,2009-12-06,0.0
310,2009-12-13,0.0
311,2009-12-20,0.0
312,2009-12-27,0.0
313,2010-01-03,0.0
314,2010-01-10,0.0
315,2010-01-17,152.0165850521716
316,2010-01-24,93.62536758375214
317,2010-01-31,0.0
318,2010-02-07,122.24400533065085
319,2010-02-14,96.01865697503
320,2010-02-21,0.0
321,2010-02-28,0.0
322,2010-03-07,60.05757230178046
323,2010-03-14,0.0
324,2010-03-21,0.0
325,2010-03-28,0.0
326,2010-04-04,0.0
327,2010-04-11,0.0
328,2010-04-18,49.36302542764347
329,2010-04-25,90.7754133512862
330,2010-05-02,0.0
331,2010-05-09,0.0
332,2010-05-16,0.0
333,2010-05-23,0.0
334,2010-05-30,0.0
335,2010-06-06,0.0
336,2010-06-13,0.0
337,2010-06-20,0.0
338,2010-06-27,72.18175590237118
339,2010-07-04,0.0
340,2010-07-11,0.0
341,2010-07-18,0.0
342,2010-07-25,0.0
343,2010-08-01,0.0
344,2010-08-08,0.0
345,2010-08-15,0.0
346,2010-08-22,0.0
347,2010-08-29,0.0
348,2010-09-05,0.0
349,2010-09-12,0.0
350,2010-09-19,63.231838515130086
351,2010-09-26,89.50375072961727
352,2010-10-03,91.18930447093369
353,2010-10-10,48.99674737478067
354,2010-10-17,0.0
355,2010-10-24,0.0
356,2010-10-31,0.0
357,2010-11-07,0.0
358,2010-11-14,82.7667488508151
359,2010-11-21,0.0
360,2010-11-28,0.0
361,2010-12-05,0.0
362,2010-12-12,43.99557717832893
363,2010-12-19,0.0
364,2010-12-26,0.0
365,2011-01-02,57.128037258133276
366,2011-01-09,38.087355456167145
367,2011-01-16,0.0
368,2011-01-23,36.60361047953918
369,2011-01-30,81.88033555606602
370,2011-02-06,0.0
371,2011-02-13,58.20264837354679
372,2011-02-20,80.26507961649172
373,2011-02-27,82.79561979132787
374,2011-03-06,45.474475363215035
375,2011-03-13,0.0
376,2011-03-20,0.0
377,2011-03-27,0.0
378,2011-04-03,0.0
379,2011-04-10,0.0
380,2011-04-17,0.0
381,2011-04-24,39.52321013808285
382,2011-05-01,0.0
383,2011-05-08,0.0
384,2011-05-15,0.0
385,2011-05-22,0.0
386,2011-05-29,0.0
387,2011-06-05,28.60088438510808
388,2011-06-12,0.0
389,2011-06-19,0.0
390,2011-06-26,0.0
391,2011-07-03,0.0
392,2011-07-10,0.0
393,2011-07-17,0.0
394,2011-07-24,0.0
395,2011-07-31,0.0
396,2011-08-07,0.0
397,2011-08-14,35.898883263882695
398,2011-08-21,0.0
399,2011-08-28,22.478932018960066
400,2011-09-04,0.0
401,2011-09-11,0.0
402,2011-09-18,20.606668486403052
403,2011-09-25,48.72454173991675
404,2011-10-02,47.61663721666714
405,2011-10-09,19.75475496881636
406,2011-10-16,31.399023059070995
407,2011-10-23,47.02539540203388
408,2011-10-30,0.0
409,2011-11-06,34.811579573338435
410,2011-11-13,20.927504874728818
411,2011-11-20,20.781710047289998
412,2011-11-27,0.0
413,2011-12-04,0.0
414,2011-12-11,31.64970053763958
415,2011-12-18,49.11061293808136
416,2011-12-25,0.0
417,2012-01-01,78.51214483332903
418,2012-01-08,0.0
419,2012-01-15,0.0
420,2012-01-22,0.0
421,2012-01-29,36.26880112521376
422,2012-02-05,0.0
423,2012-02-12,0.0
424,2012-02-19,27.13920689853101
425,2012-02-26,20.191844118939354
426,2012-03-04,0.0
427,2012-03-11,0.0
428,2012-03-18,20.364929708911585
429,2012-03-25,0.0
430,2012-04-01,0.0
431,2012-04-08,0.0
432,2012-04-15,0.0
433,2012-04-22,38.89705423581352
434,2012-04-29,18.34591272265447
435,2012-05-06,0.0
436,2012-05-13,0.0
437,2012-05-20,0.0
438,2012-05-27,0.0
439,2012-06-03,0.0
440,2012-06-10,0.0
441,2012-06-17,0.0
442,2012-06-24,0.0
443,2012-07-01,0.0
444,2012-07-08,0.0
445,2012-07-15,0.0
446,2012-07-22,0.0
447,2012-07-29,0.0
448,2012-08-05,0.0
449,2012-08-12,0.0
450,2012-08-19,21.891944635585265
451,2012-08-26,0.0
452,2012-09-02,20.857167327364763
453,2012-09-09,18.43251708783285
454,2012-09-16,18.548719699490594
455,2012-09-23,0.0
456,2012-09-30,75.37499800494582
457,2012-10-07,19.970733132712308
458,2012-10-14,24.681860753621187
459,2012-10-21,0.0
460,2012-10-28,57.455662597369766
461,2012-11-04,64.62181799909992
462,2012-11-11,71.37501026676573
463,2012-11-18,0.0
464,2012-11-25,19.144458168219035
465,2012-12-02,41.55989210698545
466,2012-12-09,69.38986023613019
467,2012-12-16,65.2314272748169
468,2012-12-23,101.46240334134674
469,2012-12-30,80.91140436612913
470,2013-01-06,245.28688466479565
471,2013-01-13,175.67205988503446
472,2013-01-20,171.4292655567041
473,2013-01-27,174.12497498220316
474,2013-02-03,120.08136137610997
475,2013-02-10,116.65961733587196
476,2013-02-17,42.85566862495776
477,2013-02-24,44.31350371358362
478,2013-03-03,31.359777290890715
479,2013-03-10,19.15976694808979
480,2013-03-17,43.63018236327218
481,2013-03-24,45.10934627832382
482,2013-03-31,32.664199357864774
483,2013-04-07,27.600891860281774
484,2013-04-14,32.43115406214093
485,2013-04-21,0.0
486,2013-04-28,0.0
487,2013-05-05,0.0
488,2013-05-12,0.0
489,2013-05-19,0.0
490,2013-05-26,29.853897916770123
491,2013-06-02,0.0
492,2013-06-09,0.0
493,2013-06-16,0.0
494,2013-06-23,0.0
495,2013-06-30,0.0
496,2013-07-07,0.0
497,2013-07-14,23.538479713613057
498,2013-07-21,0.0
499,2013-07-28,45.70112782019473
500,2013-08-04,0.0
501,2013-08-11,0.0
502,2013-08-18,0.0
503,2013-08-25,15.878666773593547
504,2013-09-01,0.0
505,2013-09-08,0.0
506,2013-09-15,0.0
507,2013-09-22,35.1728489582842
508,2013-09-29,22.20598676582775
509,2013-10-06,0.0
510,2013-10-13,42.13047312011926
511,2013-10-20,0.0
512,2013-10-27,0.0
513,2013-11-03,37.12930358089223
514,2013-11-10,30.59476780361297
515,2013-11-17,18.760717690659384
516,2013-11-24,20.743919537358458
517,2013-12-01,34.22324599026377
518,2013-12-08,54.28407800270134
519,2013-12-15,36.435035635153696
520,2013-12-22,50.58377819715661
521,2013-12-29,54.9029326635067
522,2014-01-05,94.95749342546692
523,2014-01-12,82.15531591446037
524,2014-01-19,0.0
525,2014-01-26,83.20205057119605
526,2014-02-02,0.0
527,2014-02-09,15.181120128770068
528,2014-02-16,0.0
529,2014-02-23,55.70650945964025
530,2014-03-02,0.0
531,2014-03-09,22.78061427040522
532,2014-03-16,0.0
533,2014-03-23,42.6114466743845
534,2014-03-30,20.665569428264472
535,2014-04-06,52.91523344333459
536,2014-04-13,0.0
537,2014-04-20,0.0
538,2014-04-27,83.4814847296688
539,2014-05-04,15.952940976182076
540,2014-05-11,21.355261092651407
541,2014-05-18,0.0
542,2014-05-25,0.0
543,2014-06-01,0.0
544,2014-06-08,23.722925284452355
545,2014-06-15,0.0
546,2014-06-22,36.80515512857053
547,2014-06-29,0.0
548,2014-07-06,0.0
549,2014-07-13,0.0
550,2014-07-20,38.67679312067066
551,2014-07-27,18.223986550002767
552,2014-08-03,0.0
553,2014-08-10,0.0
554,2014-08-17,19.843238040938108
555,2014-08-24,21.3444914707194
556,2014-08-31,0.0
557,2014-09-07,24.533607532097093
558,2014-09-14,0.0
559,2014-09-21,0.0
560,2014-09-28,19.47531760729078
561,2014-10-05,31.091794575713163
562,2014-10-12,0.0
563,2014-10-19,0.0
564,2014-10-26,0.0
565,2014-11-02,0.0
566,2014-11-09,0.0
567,2014-11-16,0.0
568,2014-11-23,0.0
569,2014-11-30,43.95074264130014
570,2014-12-07,82.21036636123729
571,2014-12-14,92.83195953558803
572,2014-12-21,39.74614350703515
573,2014-12-28,75.14974157970886
574,2015-01-04,31.258529734501387
575,2015-01-11,58.779607813147884
576,2015-01-18,94.40922885366165
577,2015-01-25,27.22883001901516
578,2015-02-01,37.83795094847237
579,2015-02-08,36.955225580302994
580,2015-02-15,52.2730652167353
581,2015-02-22,54.02101038564622
582,2015-03-01,0.0
583,2015-03-08,24.613341410676615
584,2015-03-15,0.0
585,2015-03-22,0.0
586,2015-03-29,0.0
587,2015-04-05,18.454795688390146
588,2015-04-12,0.0
589,2015-04-19,20.19067584796684
590,2015-04-26,0.0
591,2015-05-03,0.0
592,2015-05-10,0.0
593,2015-05-17,19.81598162780622
594,2015-05-24,0.0
595,2015-05-31,0.0
596,2015-06-07,0.0
597,2015-06-14,0.0
598,2015-06-21,0.0
599,2015-06-28,0.0
600,2015-07-05,0.0
601,2015-07-12,0.0
