,date,treat flu
0,2004-01-04,0.0
1,2004-01-11,0.0
2,2004-01-18,0.0
3,2004-01-25,0.0
4,2004-02-01,0.0
5,2004-02-08,0.0
6,2004-02-15,0.0
7,2004-02-22,360.5638967288741
8,2004-02-29,0.0
9,2004-03-07,0.0
10,2004-03-14,0.0
11,2004-03-21,0.0
12,2004-03-28,0.0
13,2004-04-04,0.0
14,2004-04-11,0.0
15,2004-04-18,0.0
16,2004-04-25,0.0
17,2004-05-02,0.0
18,2004-05-09,0.0
19,2004-05-16,0.0
20,2004-05-23,0.0
21,2004-05-30,0.0
22,2004-06-06,0.0
23,2004-06-13,0.0
24,2004-06-20,177.6536129363499
25,2004-06-27,0.0
26,2004-07-04,0.0
27,2004-07-11,0.0
28,2004-07-18,0.0
29,2004-07-25,0.0
30,2004-08-01,0.0
31,2004-08-08,0.0
32,2004-08-15,0.0
33,2004-08-22,0.0
34,2004-08-29,0.0
35,2004-09-05,0.0
36,2004-09-12,0.0
37,2004-09-19,0.0
38,2004-09-26,324.4136433203514
39,2004-10-03,0.0
40,2004-10-10,0.0
41,2004-10-17,212.07661617486124
42,2004-10-24,0.0
43,2004-10-31,0.0
44,2004-11-07,0.0
45,2004-11-14,0.0
46,2004-11-21,0.0
47,2004-11-28,0.0
48,2004-12-05,0.0
49,2004-12-12,0.0
50,2004-12-19,169.3085080270562
51,2004-12-26,0.0
52,2005-01-02,0.0
53,2005-01-09,0.0
54,2005-01-16,0.0
55,2005-01-23,0.0
56,2005-01-30,0.0
57,2005-02-06,0.0
58,2005-02-13,0.0
59,2005-02-20,0.0
60,2005-02-27,0.0
61,2005-03-06,0.0
62,2005-03-13,0.0
63,2005-03-20,0.0
64,2005-03-27,104.99308094581308
65,2005-04-03,213.1375136571477
66,2005-04-10,0.0
67,2005-04-17,332.561536163995
68,2005-04-24,0.0
69,2005-05-01,145.63901991117822
70,2005-05-08,0.0
71,2005-05-15,0.0
72,2005-05-22,170.39733587590806
73,2005-05-29,100.10314684989312
74,2005-06-05,0.0
75,2005-06-12,0.0
76,2005-06-19,0.0
77,2005-06-26,0.0
78,2005-07-03,0.0
79,2005-07-10,0.0
80,2005-07-17,0.0
81,2005-07-24,290.3870460749211
82,2005-07-31,0.0
83,2005-08-07,0.0
84,2005-08-14,0.0
85,2005-08-21,0.0
86,2005-08-28,0.0
87,2005-09-04,307.90696803255133
88,2005-09-11,0.0
89,2005-09-18,302.3035175658632
90,2005-09-25,0.0
91,2005-10-02,0.0
92,2005-10-09,0.0
93,2005-10-16,0.0
94,2005-10-23,0.0
95,2005-10-30,0.0
96,2005-11-06,147.06817649128422
97,2005-11-13,0.0
98,2005-11-20,100.85799973661096
99,2005-11-27,0.0
100,2005-12-04,0.0
101,2005-12-11,0.0
102,2005-12-18,0.0
103,2005-12-25,157.2611959071878
104,2006-01-01,0.0
105,2006-01-08,0.0
106,2006-01-15,0.0
107,2006-01-22,0.0
108,2006-01-29,0.0
109,2006-02-05,0.0
110,2006-02-12,110.79621430766348
111,2006-02-19,0.0
112,2006-02-26,0.0
113,2006-03-05,0.0
114,2006-03-12,177.82404998478881
115,2006-03-19,0.0
116,2006-03-26,0.0
117,2006-04-02,103.08207534727332
118,2006-04-09,0.0
119,2006-04-16,159.28389551617343
120,2006-04-23,184.587509769558
121,2006-04-30,0.0
122,2006-05-07,0.0
123,2006-05-14,69.59796281181289
124,2006-05-21,0.0
125,2006-05-28,0.0
126,2006-06-04,0.0
127,2006-06-11,188.89526781180928
128,2006-06-18,0.0
129,2006-06-25,0.0
130,2006-07-02,0.0
131,2006-07-09,120.25628405972738
132,2006-07-16,0.0
133,2006-07-23,0.0
134,2006-07-30,0.0
135,2006-08-06,70.06550539280387
136,2006-08-13,0.0
137,2006-08-20,0.0
138,2006-08-27,156.94682864402006
139,2006-09-03,189.3914630633932
140,2006-09-10,0.0
141,2006-09-17,0.0
142,2006-09-24,0.0
143,2006-10-01,0.0
144,2006-10-08,0.0
145,2006-10-15,0.0
146,2006-10-22,0.0
147,2006-10-29,0.0
148,2006-11-05,0.0
149,2006-11-12,0.0
150,2006-11-19,0.0
151,2006-11-26,0.0
152,2006-12-03,0.0
153,2006-12-10,78.28588843273397
154,2006-12-17,0.0
155,2006-12-24,0.0
156,2006-12-31,0.0
157,2007-01-07,0.0
158,2007-01-14,71.7954835533061
159,2007-01-21,0.0
160,2007-01-28,0.0
161,2007-02-04,0.0
162,2007-02-11,0.0
163,2007-02-18,0.0
164,2007-02-25,0.0
165,2007-03-04,0.0
166,2007-03-11,0.0
167,2007-03-18,0.0
168,2007-03-25,0.0
169,2007-04-01,0.0
170,2007-04-08,0.0
171,2007-04-15,0.0
172,2007-04-22,0.0
173,2007-04-29,0.0
174,2007-05-06,79.05479940357442
175,2007-05-13,0.0
176,2007-05-20,0.0
177,2007-05-27,0.0
178,2007-06-03,0.0
179,2007-06-10,0.0
180,2007-06-17,0.0
181,2007-06-24,0.0
182,2007-07-01,0.0
183,2007-07-08,0.0
184,2007-07-15,0.0
185,2007-07-22,0.0
186,2007-07-29,0.0
187,2007-08-05,0.0
188,2007-08-12,57.3983105446641
189,2007-08-19,0.0
190,2007-08-26,0.0
191,2007-09-02,0.0
192,2007-09-09,0.0
193,2007-09-16,0.0
194,2007-09-23,0.0
195,2007-09-30,0.0
196,2007-10-07,0.0
197,2007-10-14,0.0
198,2007-10-21,0.0
199,2007-10-28,40.68799921283484
200,2007-11-04,53.41470905672047
201,2007-11-11,0.0
202,2007-11-18,0.0
203,2007-11-25,0.0
204,2007-12-02,0.0
205,2007-12-09,45.164624545264346
206,2007-12-16,0.0
207,2007-12-23,0.0
208,2007-12-30,0.0
209,2008-01-06,0.0
210,2008-01-13,47.50229684025585
211,2008-01-20,0.0
212,2008-01-27,0.0
213,2008-02-03,0.0
214,2008-02-10,0.0
215,2008-02-17,39.04750740223389
216,2008-02-24,0.0
217,2008-03-02,0.0
218,2008-03-09,0.0
219,2008-03-16,0.0
220,2008-03-23,0.0
221,2008-03-30,0.0
222,2008-04-06,0.0
223,2008-04-13,0.0
224,2008-04-20,0.0
225,2008-04-27,33.779110566585906
226,2008-05-04,0.0
227,2008-05-11,0.0
228,2008-05-18,0.0
229,2008-05-25,0.0
230,2008-06-01,0.0
231,2008-06-08,0.0
232,2008-06-15,0.0
233,2008-06-22,0.0
234,2008-06-29,40.97688511291239
235,2008-07-06,38.27166333077952
236,2008-07-13,0.0
237,2008-07-20,0.0
238,2008-07-27,0.0
239,2008-08-03,0.0
240,2008-08-10,0.0
241,2008-08-17,0.0
242,2008-08-24,0.0
243,2008-08-31,0.0
244,2008-09-07,0.0
245,2008-09-14,42.26939694466081
246,2008-09-21,0.0
247,2008-09-28,0.0
248,2008-10-05,0.0
249,2008-10-12,0.0
250,2008-10-19,0.0
251,2008-10-26,36.82462511166506
252,2008-11-02,56.06016869672347
253,2008-11-09,44.111027839902754
254,2008-11-16,0.0
255,2008-11-23,0.0
256,2008-11-30,51.313092872287896
257,2008-12-07,0.0
258,2008-12-14,0.0
259,2008-12-21,0.0
260,2008-12-28,0.0
261,2009-01-04,62.68736783566046
262,2009-01-11,0.0
263,2009-01-18,0.0
264,2009-01-25,0.0
265,2009-02-01,35.77692209334362
266,2009-02-08,0.0
267,2009-02-15,0.0
268,2009-02-22,0.0
269,2009-03-01,0.0
270,2009-03-08,0.0
271,2009-03-15,32.014981536918775
272,2009-03-22,0.0
273,2009-03-29,0.0
274,2009-04-05,0.0
275,2009-04-12,0.0
276,2009-04-19,29.502585377571936
277,2009-04-26,95.58045939692938
278,2009-05-03,31.464405066268736
279,2009-05-10,45.96788319270695
280,2009-05-17,24.98364866151937
281,2009-05-24,0.0
282,2009-05-31,0.0
283,2009-06-07,0.0
284,2009-06-14,0.0
285,2009-06-21,0.0
286,2009-06-28,0.0
287,2009-07-05,27.697824515946515
288,2009-07-12,29.505906846807715
289,2009-07-19,0.0
290,2009-07-26,0.0
291,2009-08-02,0.0
292,2009-08-09,0.0
293,2009-08-16,0.0
294,2009-08-23,27.471289494345157
295,2009-08-30,0.0
296,2009-09-06,0.0
297,2009-09-13,0.0
298,2009-09-20,22.49671310245196
299,2009-09-27,0.0
300,2009-10-04,0.0
301,2009-10-11,28.235274446511575
302,2009-10-18,32.94969037831561
303,2009-10-25,34.83194291023565
304,2009-11-01,63.52318068815221
305,2009-11-08,0.0
306,2009-11-15,21.33894179384709
307,2009-11-22,44.58083950324966
308,2009-11-29,31.357586104065295
309,2009-12-06,0.0
310,2009-12-13,0.0
311,2009-12-20,0.0
312,2009-12-27,0.0
313,2010-01-03,0.0
314,2010-01-10,0.0
315,2010-01-17,0.0
316,2010-01-24,0.0
317,2010-01-31,23.470617168295426
318,2010-02-07,0.0
319,2010-02-14,25.16693173487369
320,2010-02-21,30.235100787589143
321,2010-02-28,0.0
322,2010-03-07,0.0
323,2010-03-14,0.0
324,2010-03-21,0.0
325,2010-03-28,29.201824472242173
326,2010-04-04,0.0
327,2010-04-11,0.0
328,2010-04-18,0.0
329,2010-04-25,0.0
330,2010-05-02,0.0
331,2010-05-09,23.47476230705624
332,2010-05-16,0.0
333,2010-05-23,0.0
334,2010-05-30,0.0
335,2010-06-06,21.98981289380044
336,2010-06-13,0.0
337,2010-06-20,0.0
338,2010-06-27,0.0
339,2010-07-04,46.902012537469794
340,2010-07-11,0.0
341,2010-07-18,63.84876973844524
342,2010-07-25,0.0
343,2010-08-01,0.0
344,2010-08-08,0.0
345,2010-08-15,53.878769803915
346,2010-08-22,0.0
347,2010-08-29,0.0
348,2010-09-05,0.0
349,2010-09-12,0.0
350,2010-09-19,0.0
351,2010-09-26,0.0
352,2010-10-03,15.086144282247764
353,2010-10-10,47.10113279574168
354,2010-10-17,0.0
355,2010-10-24,0.0
356,2010-10-31,0.0
357,2010-11-07,19.9802511925532
358,2010-11-14,20.684798939542397
359,2010-11-21,24.6740633587034
360,2010-11-28,28.38606816435583
361,2010-12-05,0.0
362,2010-12-12,0.0
363,2010-12-19,0.0
364,2010-12-26,0.0
365,2011-01-02,19.003618285669884
366,2011-01-09,0.0
367,2011-01-16,0.0
368,2011-01-23,0.0
369,2011-01-30,38.62695096547998
370,2011-02-06,16.41954889470501
371,2011-02-13,59.222591513621936
372,2011-02-20,0.0
373,2011-02-27,17.218408363608145
374,2011-03-06,0.0
375,2011-03-13,41.22464370649742
376,2011-03-20,38.02276738549569
377,2011-03-27,31.626974235623646
378,2011-04-03,0.0
379,2011-04-10,42.225196710661024
380,2011-04-17,0.0
381,2011-04-24,0.0
382,2011-05-01,42.38398617063252
383,2011-05-08,15.23748131524435
384,2011-05-15,25.369045221678597
385,2011-05-22,0.0
386,2011-05-29,0.0
387,2011-06-05,22.721499017444945
388,2011-06-12,0.0
389,2011-06-19,0.0
390,2011-06-26,0.0
391,2011-07-03,0.0
392,2011-07-10,0.0
393,2011-07-17,25.76102632503119
394,2011-07-24,0.0
395,2011-07-31,18.866199270201676
396,2011-08-07,0.0
397,2011-08-14,58.06911373452519
398,2011-08-21,0.0
399,2011-08-28,16.30614019732895
400,2011-09-04,0.0
401,2011-09-11,0.0
402,2011-09-18,0.0
403,2011-09-25,0.0
404,2011-10-02,0.0
405,2011-10-09,0.0
406,2011-10-16,22.61759657981215
407,2011-10-23,0.0
408,2011-10-30,19.426104335982682
409,2011-11-06,16.94619264199529
410,2011-11-13,0.0
411,2011-11-20,33.559421263820035
412,2011-11-27,0.0
413,2011-12-04,0.0
414,2011-12-11,53.98723602943332
415,2011-12-18,22.988888431482973
416,2011-12-25,0.0
417,2012-01-01,42.22187418975905
418,2012-01-08,0.0
419,2012-01-15,0.0
420,2012-01-22,11.706163765845647
421,2012-01-29,35.625613741960784
422,2012-02-05,0.0
423,2012-02-12,0.0
424,2012-02-19,30.889546068318396
425,2012-02-26,0.0
426,2012-03-04,0.0
427,2012-03-11,19.427506682002743
428,2012-03-18,12.036913652444012
429,2012-03-25,28.837658128032995
430,2012-04-01,13.930086010188202
431,2012-04-08,18.225412861564596
432,2012-04-15,0.0
433,2012-04-22,0.0
434,2012-04-29,0.0
435,2012-05-06,20.508110338703663
436,2012-05-13,0.0
437,2012-05-20,40.05656768004014
438,2012-05-27,0.0
439,2012-06-03,0.0
440,2012-06-10,0.0
441,2012-06-17,0.0
442,2012-06-24,0.0
443,2012-07-01,0.0
444,2012-07-08,36.36757779582167
445,2012-07-15,0.0
446,2012-07-22,0.0
447,2012-07-29,12.436470619715406
448,2012-08-05,28.347148713545046
449,2012-08-12,0.0
450,2012-08-19,20.907150622788734
451,2012-08-26,21.864798559119237
452,2012-09-02,0.0
453,2012-09-09,0.0
454,2012-09-16,20.46310402907692
455,2012-09-23,0.0
456,2012-09-30,0.0
457,2012-10-07,0.0
458,2012-10-14,0.0
459,2012-10-21,15.89341152193138
460,2012-10-28,0.0
461,2012-11-04,17.070370049197916
462,2012-11-11,0.0
463,2012-11-18,0.0
464,2012-11-25,17.67428701452444
465,2012-12-02,0.0
466,2012-12-09,12.93234381979542
467,2012-12-16,24.12923048134215
468,2012-12-23,0.0
469,2012-12-30,43.647497574653734
470,2013-01-06,73.0501402785209
471,2013-01-13,38.37430156089792
472,2013-01-20,71.58292033706378
473,2013-01-27,50.52853704408299
474,2013-02-03,57.71458765491754
475,2013-02-10,13.144603304490191
476,2013-02-17,30.060963554437876
477,2013-02-24,34.70837005268363
478,2013-03-03,25.167349268336178
479,2013-03-10,0.0
480,2013-03-17,0.0
481,2013-03-24,0.0
482,2013-03-31,14.346624361452212
483,2013-04-07,16.253536481931835
484,2013-04-14,0.0
485,2013-04-21,28.86442283667056
486,2013-04-28,14.804679056731601
487,2013-05-05,0.0
488,2013-05-12,23.982453433758778
489,2013-05-19,10.520604889998866
490,2013-05-26,0.0
491,2013-06-02,47.02495921989428
492,2013-06-09,0.0
493,2013-06-16,9.719032494706447
494,2013-06-23,13.443663402217966
495,2013-06-30,0.0
496,2013-07-07,0.0
497,2013-07-14,0.0
498,2013-07-21,27.71047271627806
499,2013-07-28,0.0
500,2013-08-04,0.0
501,2013-08-11,0.0
502,2013-08-18,0.0
503,2013-08-25,15.758492375157184
504,2013-09-01,18.76461909845613
505,2013-09-08,12.671175209075379
506,2013-09-15,0.0
507,2013-09-22,0.0
508,2013-09-29,12.717165002747125
509,2013-10-06,0.0
510,2013-10-13,14.92963632970695
511,2013-10-20,9.532843776254953
512,2013-10-27,0.0
513,2013-11-03,0.0
514,2013-11-10,41.17609478109934
515,2013-11-17,57.17890309477486
516,2013-11-24,24.880291707590416
517,2013-12-01,14.038996094917621
518,2013-12-08,0.0
519,2013-12-15,50.18976247689658
520,2013-12-22,26.362458000673545
521,2013-12-29,43.9605589859919
522,2014-01-05,25.827972360857984
523,2014-01-12,24.673642881091634
524,2014-01-19,58.432514642300305
525,2014-01-26,59.98476765663975
526,2014-02-02,26.81346235447544
527,2014-02-09,31.34758466265031
528,2014-02-16,0.0
529,2014-02-23,0.0
530,2014-03-02,0.0
531,2014-03-09,0.0
532,2014-03-16,0.0
533,2014-03-23,0.0
534,2014-03-30,0.0
535,2014-04-06,0.0
536,2014-04-13,26.376500267964857
537,2014-04-20,36.1274914541273
538,2014-04-27,0.0
539,2014-05-04,0.0
540,2014-05-11,0.0
541,2014-05-18,35.88918462731173
542,2014-05-25,26.70050197836685
543,2014-06-01,18.033116741619356
544,2014-06-08,0.0
545,2014-06-15,24.199062575021152
546,2014-06-22,0.0
547,2014-06-29,28.121986263851145
548,2014-07-06,0.0
549,2014-07-13,0.0
550,2014-07-20,0.0
551,2014-07-27,0.0
552,2014-08-03,0.0
553,2014-08-10,0.0
554,2014-08-17,0.0
555,2014-08-24,0.0
556,2014-08-31,0.0
557,2014-09-07,11.785844723809971
558,2014-09-14,0.0
559,2014-09-21,0.0
560,2014-09-28,0.0
561,2014-10-05,17.961158112952774
562,2014-10-12,0.0
563,2014-10-19,0.0
564,2014-10-26,13.952895728305897
565,2014-11-02,16.572009120966808
566,2014-11-09,14.312079517095647
567,2014-11-16,31.5408998509911
568,2014-11-23,0.0
569,2014-11-30,0.0
570,2014-12-07,0.0
571,2014-12-14,43.191046726100375
572,2014-12-21,32.1424615728148
573,2014-12-28,63.15843516268162
574,2015-01-04,0.0
575,2015-01-11,48.642445788473985
576,2015-01-18,32.547033878346255
577,2015-01-25,15.930356436599734
578,2015-02-01,26.43700744858068
579,2015-02-08,41.492841368751385
580,2015-02-15,0.0
581,2015-02-22,19.22275167760367
582,2015-03-01,0.0
583,2015-03-08,0.0
584,2015-03-15,17.19685342293792
585,2015-03-22,0.0
586,2015-03-29,0.0
587,2015-04-05,21.455873696792192
588,2015-04-12,15.849208509894428
589,2015-04-19,0.0
590,2015-04-26,0.0
591,2015-05-03,10.979713812453848
592,2015-05-10,0.0
593,2015-05-17,16.752864030852084
594,2015-05-24,0.0
595,2015-05-31,0.0
596,2015-06-07,0.0
597,2015-06-14,16.87828456224083
598,2015-06-21,36.877156794117994
599,2015-06-28,0.0
600,2015-07-05,26.469162061246884
601,2015-07-12,0.0
